;Fecha;Positivos;Neutrales;Negativos;Twitt del dia
0;2018-11-29;1;22;0;El Seremi @alex_meeder junto al alcalde de #Futaleufú Fernando Grandon @MuniFutaleufu el Director del… https://t.co/3qTHJGS5s8
